FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
2962375	hCD24-	CD24-	ANA807	1034816
2962376	hFAS+	CD95+	ANA85	1034817
2962377	hFAS+	CD95+	ANA85	1034818
2962378	PTPRC/iso:CD45RO+	B220+	ANA822	1034819
2962379	PTPRC/iso:CD45RO+	B220+	ANA822	1034820
2962380	hCR2-	CD21-	ANA919	1034821
2962381	hCR2-	CD21-	ANA919	1034822
2962382	hCXCR3+	CXCR3+	ANA76	1034823
2962383	hCXCR3+	CXCR3+	ANA76	1034824
2962384	hCR2-	CD21-	ANA919	1034825
2962385	hCR2-	CD21-	ANA919	1034826
2962386	hCD24-	CD24-	ANA807	1034827
2962387	hCD24-	CD24-	ANA807	1034828
2962388	hFAS+	CD95+	ANA85	1034829
2962389	hFAS+	CD95+	ANA85	1034830
2962390	hCXCR3+	CXCR3+	ANA76	1034831
2962391	hCXCR3+	CXCR3+	ANA76	1034832
2962392		95+		1034833
2962393	PTPRC/iso:CD45RO+	B220+	ANA822	1034834
2962394	hCR2-	CD21-	ANA919	1034835
2962395	hCD24-	CD24-	ANA807	1034836
2962396	hCXCR3+	CXCR3+	ANA76	1034837
2962397	hIGHD+	IgD+	ANA813	1034838
2962398	hCD27-	CD27-	ANA40	1034838
2962399	hIGHD+	IgD+	ANA813	1034839
2962400	hCD27+	CD27+	ANA40	1034839
2962401	hIGHD-	IgD-	ANA813	1034840
2962402	hCD27-	CD27-	ANA40	1034840
2962403	hIGHD-	IgD-	ANA813	1034841
2962404	hCD27+	CD27+	ANA40	1034841
2962405		NA		1034842
2962406	PTPRC/iso:CD45RO+	B220+	ANA822	1034843
2962407	PTPRC/iso:CD45RO+	B220+	ANA822	1034844
2962408		NA		1034845
2962409		NA		1034846
2962410	hMME+	CD10+	ANA930	1034847
2962411	hMME+	CD10+	ANA930	1034848
2962412	hMME+	CD10+	ANA930	1034849
2962413	hFCER2+	CD23+	ANA922	1034850
2962414		IGM+		1034851
2962415	hMME+	CD10+	ANA930	1034852
2962416	hMME+	CD10+	ANA930	1034853
2962417	hFCER2+	CD23+	ANA922	1034854
2962418	hFCER2+	CD23+	ANA922	1034855
2962419		IGM+		1034856
2962420		IGM+		1034857
2962421	hMME+	CD10+	ANA930	1034858
2962422	hMME+	CD10+	ANA930	1034859
2962423	hFCER2+	CD23+	ANA922	1034860
2962424	hFCER2+	CD23+	ANA922	1034861
2962425		IGM+		1034862
2962426		IGM+		1034863
2962427	hFCER2+	CD23+	ANA922	1034864
2962428	hFCER2+	CD23+	ANA922	1034865
2962429		IGM+		1034866
2962430		IGM+		1034867
2962431		T1		1034868
2962432		T1		1034869
2962433		T2		1034870
2962434		T2		1034871
2962435		T3		1034872
2962436		T3		1034873
2962437	hMME+	CD10+	ANA930	1034874
2962438	hMME+	CD10+	ANA930	1034875
2962439		CDIGM+		1034876
2962440		CDIGM+		1034877
2962441		MTG+		1034878
2962442		MTG+		1034879
2962443	hMME+	CD10+	ANA930	1034880
2962444	hMME+	CD10+	ANA930	1034881
2962445	hFCER2+	CD23+	ANA922	1034882
2962446	hFCER2+	CD23+	ANA922	1034883
2962447		IGM+		1034884
2962448		IGM+		1034885
2962449	hMME+	CD10+	ANA930	1034886
2962450	hMME+	CD10+	ANA930	1034887
2962451	hFCER2+	CD23+	ANA922	1034888
2962452	hFCER2+	CD23+	ANA922	1034889
2962453	hFCER2+	CD23+	ANA922	1034890
2962454	hFCER2+	CD23+	ANA922	1034891
2962455		IGM+		1034892
2962456		IGM+		1034893
2962457	hMME+	CD10+	ANA930	1034894
2962458	hMME+	CD10+	ANA930	1034895
2962459	hFCER2+	CD23+	ANA922	1034896
2962460	hFCER2+	CD23+	ANA922	1034897
2962461		IGM+		1034898
2962462		IGM+		1034899
2962463	hMME+	CD10+	ANA930	1034900
2962464	hFCER2+	CD23+	ANA922	1034901
2962465	hIGHD+	IgD+	ANA813	1034902
2962466	hCD27-	CD27-	ANA40	1034902
2962467		MTG-		1034902
2962468	hIGHD+	IgD+	ANA813	1034903
2962469	hCD27-	CD27-	ANA40	1034903
2962470		MTG-		1034903
2962471		IGM+		1034904
2962472	hPTPRC/iso:h6-	CD45RA-	ANA816	1034905
2962473		Memory		1034905
2962474	hPTPRC/iso:h6-	CD45RA-	ANA816	1034906
2962475	hCXCR5-	CXCR5-	ANA78	1034906
2962476	hPTPRC/iso:h6-	CD45RA-	ANA816	1034907
2962477	hCXCR5-	CXCR5-	ANA78	1034907
2962478	hPTPRC/iso:h6-	CD45RA-	ANA816	1034908
2962479	hCXCR5+	CXCR5+	ANA78	1034908
2962480	hPTPRC/iso:h6-	CD45RA-	ANA816	1034909
2962481	hCXCR5+	CXCR5+	ANA78	1034909
2962482	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1034910
2962483	hPTPRC/iso:h6-	CD45RA-	ANA816	1034911
2962484	hCCR7-	CCR7-	ANA37	1034911
2962485	hPTPRC/iso:h6-	CD45RA-	ANA816	1034912
2962486	hCCR7-	CCR7-	ANA37	1034912
2962487	hPTPRC/iso:h6-	CD45RA-	ANA816	1034913
2962488	hCCR7+	CCR7+	ANA37	1034913
2962489	hPTPRC/iso:h6-	CD45RA-	ANA816	1034914
2962490	hCCR7+	CCR7+	ANA37	1034914
2962491	hCXCR5+	CXCR5+	ANA78	1034915
2962492	hCD3E+	CD3+	ANA809	1034916
2962493	hCD4+	CD4+	ANA41	1034916
2962494	hCXCR5+	CXCR5+	ANA78	1034917
2962495	hPTPRC/iso:h6-	CD45RA-	ANA816	1034917
2962496	hIL2RA++	CD25++	ANA163	1034918
2962497	hIL7R+-	CD127+-	ANA182	1034918
2962498	hCD27++	CD27++	ANA40	1034919
2962499	hCD38++	CD38++	ANA808	1034919
2962500	hCD27++	CD27++	ANA40	1034920
2962501	hCD38++	CD38++	ANA808	1034920
2962502	hCD27-	CD27-	ANA40	1034921
2962503	hCD38++	CD38++	ANA808	1034921
2962504	hCD24-	CD24-	ANA807	1034921
2962505	hCD27-	CD27-	ANA40	1034922
2962506	hCD38++	CD38++	ANA808	1034922
2962507	hCD24-	CD24-	ANA807	1034922
2962508	hCD24-	CD24-	ANA807	1034923
2962509	hCD24-	CD24-	ANA807	1034924
2962510	PTPRC/iso:CD45RO+	B220+	ANA822	1034925
2962511	PTPRC/iso:CD45RO+	B220+	ANA822	1034926
2962512	hCR2-	CD21-	ANA919	1034927
2962513	hCR2-	CD21-	ANA919	1034928
2962514	hFAS+	CD95+	ANA85	1034929
2962515	hFAS+	CD95+	ANA85	1034930
2962516	hCXCR3+	CXCR3+	ANA76	1034931
2962517	hCXCR3+	CXCR3+	ANA76	1034932
2962518	hFAS+	CD95+	ANA85	1034933
2962519	hFAS+	CD95+	ANA85	1034934
2962520	PTPRC/iso:CD45RO+	B220+	ANA822	1034935
2962521	PTPRC/iso:CD45RO+	B220+	ANA822	1034936
2962522	hCR2-	CD21-	ANA919	1034937
2962523	hCR2-	CD21-	ANA919	1034938
2962524	hCD24-	CD24-	ANA807	1034939
2962525	hCD24-	CD24-	ANA807	1034940
2962526	hCXCR3+	CXCR3+	ANA76	1034941
2962527	hCXCR3+	CXCR3+	ANA76	1034942
2962528	hCD24-	CD24-	ANA807	1034943
2962529	hCD24-	CD24-	ANA807	1034944
2962530	hFAS+	CD95+	ANA85	1034945
2962531	hFAS+	CD95+	ANA85	1034946
2962532	PTPRC/iso:CD45RO+	B220+	ANA822	1034947
2962533	PTPRC/iso:CD45RO+	B220+	ANA822	1034948
2962534	hCR2-	CD21-	ANA919	1034949
2962535	hCR2-	CD21-	ANA919	1034950
2962536	hCXCR3+	CXCR3+	ANA76	1034951
2962537	hCXCR3+	CXCR3+	ANA76	1034952
2962538	hCR2-	CD21-	ANA919	1034953
2962539	hCR2-	CD21-	ANA919	1034954
2962540	hCD24-	CD24-	ANA807	1034955
2962541	hCD24-	CD24-	ANA807	1034956
2962542	hFAS+	CD95+	ANA85	1034957
2962543	hFAS+	CD95+	ANA85	1034958
2962544	hCXCR3+	CXCR3+	ANA76	1034959
2962545	hCXCR3+	CXCR3+	ANA76	1034960
2962546		95+		1034961
2962547	PTPRC/iso:CD45RO+	B220+	ANA822	1034962
2962548	hCR2-	CD21-	ANA919	1034963
2962549	hCD24-	CD24-	ANA807	1034964
2962550	hCXCR3+	CXCR3+	ANA76	1034965
2962551	hIGHD+	IgD+	ANA813	1034966
2962552	hCD27-	CD27-	ANA40	1034966
2962553	hIGHD+	IgD+	ANA813	1034967
2962554	hCD27+	CD27+	ANA40	1034967
2962555	hIGHD-	IgD-	ANA813	1034968
2962556	hCD27-	CD27-	ANA40	1034968
2962557	hIGHD-	IgD-	ANA813	1034969
2962558	hCD27+	CD27+	ANA40	1034969
2962559		NA		1034970
2962560	PTPRC/iso:CD45RO+	B220+	ANA822	1034971
2962561	PTPRC/iso:CD45RO+	B220+	ANA822	1034972
2962562		NA		1034973
2962563		NA		1034974
2962564	hMME+	CD10+	ANA930	1034975
2962565	hMME+	CD10+	ANA930	1034976
2962566	hMME+	CD10+	ANA930	1034977
2962567	hFCER2+	CD23+	ANA922	1034978
2962568		IGM+		1034979
2962569	hMME+	CD10+	ANA930	1034980
2962570	hMME+	CD10+	ANA930	1034981
2962571	hFCER2+	CD23+	ANA922	1034982
2962572	hFCER2+	CD23+	ANA922	1034983
2962573		IGM+		1034984
2962574		IGM+		1034985
2962575	hMME+	CD10+	ANA930	1034986
2962576	hMME+	CD10+	ANA930	1034987
2962577	hFCER2+	CD23+	ANA922	1034988
2962578	hFCER2+	CD23+	ANA922	1034989
2962579		IGM+		1034990
2962580		IGM+		1034991
2962581	hFCER2+	CD23+	ANA922	1034992
2962582	hFCER2+	CD23+	ANA922	1034993
2962583		IGM+		1034994
2962584		IGM+		1034995
2962585		T1		1034996
2962586		T1		1034997
2962587		T2		1034998
2962588		T2		1034999
2962589		T3		1035000
2962590		T3		1035001
2962591	hMME+	CD10+	ANA930	1035002
2962592	hMME+	CD10+	ANA930	1035003
2962593		CDIGM+		1035004
2962594		CDIGM+		1035005
2962595		MTG+		1035006
2962596		MTG+		1035007
2962597	hMME+	CD10+	ANA930	1035008
2962598	hMME+	CD10+	ANA930	1035009
2962599	hFCER2+	CD23+	ANA922	1035010
2962600	hFCER2+	CD23+	ANA922	1035011
2962601		IGM+		1035012
2962602		IGM+		1035013
2962603	hMME+	CD10+	ANA930	1035014
2962604	hMME+	CD10+	ANA930	1035015
2962605	hFCER2+	CD23+	ANA922	1035016
2962606	hFCER2+	CD23+	ANA922	1035017
2962607	hFCER2+	CD23+	ANA922	1035018
2962608	hFCER2+	CD23+	ANA922	1035019
2962609		IGM+		1035020
2962610		IGM+		1035021
2962611	hMME+	CD10+	ANA930	1035022
2962612	hMME+	CD10+	ANA930	1035023
2962613	hFCER2+	CD23+	ANA922	1035024
2962614	hFCER2+	CD23+	ANA922	1035025
2962615		IGM+		1035026
2962616		IGM+		1035027
2962617	hMME+	CD10+	ANA930	1035028
2962618	hFCER2+	CD23+	ANA922	1035029
2962619	hIGHD+	IgD+	ANA813	1035030
2962620	hCD27-	CD27-	ANA40	1035030
2962621		MTG-		1035030
2962622	hIGHD+	IgD+	ANA813	1035031
2962623	hCD27-	CD27-	ANA40	1035031
2962624		MTG-		1035031
2962625		IGM+		1035032
2962626	hPTPRC/iso:h6-	CD45RA-	ANA816	1035033
2962627		Memory		1035033
2962628	hPTPRC/iso:h6-	CD45RA-	ANA816	1035034
2962629	hCXCR5-	CXCR5-	ANA78	1035034
2962630	hPTPRC/iso:h6-	CD45RA-	ANA816	1035035
2962631	hCXCR5-	CXCR5-	ANA78	1035035
2962632	hPTPRC/iso:h6-	CD45RA-	ANA816	1035036
2962633	hCXCR5+	CXCR5+	ANA78	1035036
2962634	hPTPRC/iso:h6-	CD45RA-	ANA816	1035037
2962635	hCXCR5+	CXCR5+	ANA78	1035037
2962636	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1035038
2962637	hPTPRC/iso:h6-	CD45RA-	ANA816	1035039
2962638	hCCR7-	CCR7-	ANA37	1035039
2962639	hPTPRC/iso:h6-	CD45RA-	ANA816	1035040
2962640	hCCR7-	CCR7-	ANA37	1035040
2962641	hPTPRC/iso:h6-	CD45RA-	ANA816	1035041
2962642	hCCR7+	CCR7+	ANA37	1035041
2962643	hPTPRC/iso:h6-	CD45RA-	ANA816	1035042
2962644	hCCR7+	CCR7+	ANA37	1035042
2962645	hCXCR5+	CXCR5+	ANA78	1035043
2962646	hCD3E+	CD3+	ANA809	1035044
2962647	hCD4+	CD4+	ANA41	1035044
2962648	hCXCR5+	CXCR5+	ANA78	1035045
2962649	hPTPRC/iso:h6-	CD45RA-	ANA816	1035045
2962650	hIL2RA++	CD25++	ANA163	1035046
2962651	hIL7R+-	CD127+-	ANA182	1035046
2962652	hCD27++	CD27++	ANA40	1035047
2962653	hCD38++	CD38++	ANA808	1035047
2962654	hCD27++	CD27++	ANA40	1035048
2962655	hCD38++	CD38++	ANA808	1035048
2962656	hCD27-	CD27-	ANA40	1035049
2962657	hCD38++	CD38++	ANA808	1035049
2962658	hCD24-	CD24-	ANA807	1035049
2962659	hCD27-	CD27-	ANA40	1035050
2962660	hCD38++	CD38++	ANA808	1035050
2962661	hCD24-	CD24-	ANA807	1035050
2962662	hCD24-	CD24-	ANA807	1035051
2962663	hCD24-	CD24-	ANA807	1035052
2962664	PTPRC/iso:CD45RO+	B220+	ANA822	1035053
2962665	PTPRC/iso:CD45RO+	B220+	ANA822	1035054
2962666	hCR2-	CD21-	ANA919	1035055
2962667	hCR2-	CD21-	ANA919	1035056
2962668	hFAS+	CD95+	ANA85	1035057
2962669	hFAS+	CD95+	ANA85	1035058
2962670	hCXCR3+	CXCR3+	ANA76	1035059
2962671	hCXCR3+	CXCR3+	ANA76	1035060
2962672	hFAS+	CD95+	ANA85	1035061
2962673	hFAS+	CD95+	ANA85	1035062
2962674	PTPRC/iso:CD45RO+	B220+	ANA822	1035063
2962675	PTPRC/iso:CD45RO+	B220+	ANA822	1035064
2962676	hCR2-	CD21-	ANA919	1035065
2962677	hCR2-	CD21-	ANA919	1035066
2962678	hCD24-	CD24-	ANA807	1035067
2962679	hCD24-	CD24-	ANA807	1035068
2962680	hCXCR3+	CXCR3+	ANA76	1035069
2962681	hCXCR3+	CXCR3+	ANA76	1035070
2962682	hCD24-	CD24-	ANA807	1035071
2962683	hCD24-	CD24-	ANA807	1035072
2962684	hFAS+	CD95+	ANA85	1035073
2962685	hFAS+	CD95+	ANA85	1035074
2962686	PTPRC/iso:CD45RO+	B220+	ANA822	1035075
2962687	PTPRC/iso:CD45RO+	B220+	ANA822	1035076
2962688	hCR2-	CD21-	ANA919	1035077
2962689	hCR2-	CD21-	ANA919	1035078
2962690	hCXCR3+	CXCR3+	ANA76	1035079
2962691	hCXCR3+	CXCR3+	ANA76	1035080
2962692	hCR2-	CD21-	ANA919	1035081
2962693	hCR2-	CD21-	ANA919	1035082
2962694	hCD24-	CD24-	ANA807	1035083
2962695	hCD24-	CD24-	ANA807	1035084
2962696	hFAS+	CD95+	ANA85	1035085
2962697	hFAS+	CD95+	ANA85	1035086
2962698	hCXCR3+	CXCR3+	ANA76	1035087
2962699	hCXCR3+	CXCR3+	ANA76	1035088
2962700		95+		1035089
2962701	PTPRC/iso:CD45RO+	B220+	ANA822	1035090
2962702	hCR2-	CD21-	ANA919	1035091
2962703	hCD24-	CD24-	ANA807	1035092
2962704	hCXCR3+	CXCR3+	ANA76	1035093
2962705	hIGHD+	IgD+	ANA813	1035094
2962706	hCD27-	CD27-	ANA40	1035094
2962707	hIGHD+	IgD+	ANA813	1035095
2962708	hCD27+	CD27+	ANA40	1035095
2962709	hIGHD-	IgD-	ANA813	1035096
2962710	hCD27-	CD27-	ANA40	1035096
2962711	hIGHD-	IgD-	ANA813	1035097
2962712	hCD27+	CD27+	ANA40	1035097
2962713		NA		1035098
2962714	PTPRC/iso:CD45RO+	B220+	ANA822	1035099
2962715	PTPRC/iso:CD45RO+	B220+	ANA822	1035100
2962716		NA		1035101
2962717		NA		1035102
2962718	hMME+	CD10+	ANA930	1035103
2962719	hMME+	CD10+	ANA930	1035104
2962720	hMME+	CD10+	ANA930	1035105
2962721	hMME+	CD10+	ANA930	1035106
2962722	hFCER2+	CD23+	ANA922	1035107
2962723	hFCER2+	CD23+	ANA922	1035108
2962724		IGM+		1035109
2962725		IGM+		1035110
2962726	hMME+	CD10+	ANA930	1035111
2962727	hMME+	CD10+	ANA930	1035112
2962728	hFCER2+	CD23+	ANA922	1035113
2962729	hFCER2+	CD23+	ANA922	1035114
2962730		IGM+		1035115
2962731		IGM+		1035116
2962732	hMME+	CD10+	ANA930	1035117
2962733	hMME+	CD10+	ANA930	1035118
2962734	hFCER2+	CD23+	ANA922	1035119
2962735	hFCER2+	CD23+	ANA922	1035120
2962736		IGM+		1035121
2962737		IGM+		1035122
2962738	hFCER2+	CD23+	ANA922	1035123
2962739	hFCER2+	CD23+	ANA922	1035124
2962740		IGM+		1035125
2962741		IGM+		1035126
2962742		T1		1035127
2962743		T1		1035128
2962744		T2		1035129
2962745		T2		1035130
2962746		T3		1035131
2962747		T3		1035132
2962748	hMME+	CD10+	ANA930	1035133
2962749	hMME+	CD10+	ANA930	1035134
2962750		CDIGM+		1035135
2962751		CDIGM+		1035136
2962752		MTG+		1035137
2962753		MTG+		1035138
2962754	hMME+	CD10+	ANA930	1035139
2962755	hMME+	CD10+	ANA930	1035140
2962756	hFCER2+	CD23+	ANA922	1035141
2962757	hFCER2+	CD23+	ANA922	1035142
2962758		IGM+		1035143
2962759		IGM+		1035144
2962760	hMME+	CD10+	ANA930	1035145
2962761	hMME+	CD10+	ANA930	1035146
2962762	hFCER2+	CD23+	ANA922	1035147
2962763	hFCER2+	CD23+	ANA922	1035148
2962764	hFCER2+	CD23+	ANA922	1035149
2962765	hFCER2+	CD23+	ANA922	1035150
2962766		IGM+		1035151
2962767		IGM+		1035152
2962768	hMME+	CD10+	ANA930	1035153
2962769	hMME+	CD10+	ANA930	1035154
2962770	hFCER2+	CD23+	ANA922	1035155
2962771	hFCER2+	CD23+	ANA922	1035156
2962772		IGM+		1035157
2962773		IGM+		1035158
2962774	hMME+	CD10+	ANA930	1035159
2962775	hFCER2+	CD23+	ANA922	1035160
2962776	hIGHD+	IgD+	ANA813	1035161
2962777	hCD27-	CD27-	ANA40	1035161
2962778		MTG-		1035161
2962779	hIGHD+	IgD+	ANA813	1035162
2962780	hCD27-	CD27-	ANA40	1035162
2962781		MTG-		1035162
2962782		IGM+		1035163
2962783	hPTPRC/iso:h6-	CD45RA-	ANA816	1035164
2962784		Memory		1035164
2962785	hPTPRC/iso:h6-	CD45RA-	ANA816	1035165
2962786	hCXCR5-	CXCR5-	ANA78	1035165
2962787	hPTPRC/iso:h6-	CD45RA-	ANA816	1035166
2962788	hCXCR5-	CXCR5-	ANA78	1035166
2962789	hPTPRC/iso:h6-	CD45RA-	ANA816	1035167
2962790	hCXCR5+	CXCR5+	ANA78	1035167
2962791	hPTPRC/iso:h6-	CD45RA-	ANA816	1035168
2962792	hCXCR5+	CXCR5+	ANA78	1035168
2962793	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1035169
2962794	hPTPRC/iso:h6-	CD45RA-	ANA816	1035170
2962795	hCCR7-	CCR7-	ANA37	1035170
2962796	hPTPRC/iso:h6-	CD45RA-	ANA816	1035171
2962797	hCCR7-	CCR7-	ANA37	1035171
2962798	hPTPRC/iso:h6-	CD45RA-	ANA816	1035172
2962799	hCCR7+	CCR7+	ANA37	1035172
2962800	hPTPRC/iso:h6-	CD45RA-	ANA816	1035173
2962801	hCCR7+	CCR7+	ANA37	1035173
2962802	hCXCR5+	CXCR5+	ANA78	1035174
2962803	hCD3E+	CD3+	ANA809	1035175
2962804	hCD4+	CD4+	ANA41	1035175
2962805	hCXCR5+	CXCR5+	ANA78	1035176
2962806	hPTPRC/iso:h6-	CD45RA-	ANA816	1035176
2962807	hIL2RA++	CD25++	ANA163	1035177
2962808	hIL7R+-	CD127+-	ANA182	1035177
2962809	hCD27++	CD27++	ANA40	1035178
2962810	hCD38++	CD38++	ANA808	1035178
2962811	hCD27++	CD27++	ANA40	1035179
2962812	hCD38++	CD38++	ANA808	1035179
2962813	hCD27-	CD27-	ANA40	1035180
2962814	hCD38++	CD38++	ANA808	1035180
2962815	hCD24-	CD24-	ANA807	1035180
2962816	hCD27-	CD27-	ANA40	1035181
2962817	hCD38++	CD38++	ANA808	1035181
2962818	hCD24-	CD24-	ANA807	1035181
2962819	hCD24-	CD24-	ANA807	1035182
2962820	hCD24-	CD24-	ANA807	1035183
2962821	PTPRC/iso:CD45RO+	B220+	ANA822	1035184
2962822	PTPRC/iso:CD45RO+	B220+	ANA822	1035185
2962823	hCR2-	CD21-	ANA919	1035186
2962824	hCR2-	CD21-	ANA919	1035187
2962825	hFAS+	CD95+	ANA85	1035188
2962826	hFAS+	CD95+	ANA85	1035189
2962827	hCXCR3+	CXCR3+	ANA76	1035190
2962828	hCXCR3+	CXCR3+	ANA76	1035191
2962829	hFAS+	CD95+	ANA85	1035192
2962830	hFAS+	CD95+	ANA85	1035193
2962831	PTPRC/iso:CD45RO+	B220+	ANA822	1035194
2962832	PTPRC/iso:CD45RO+	B220+	ANA822	1035195
2962833	hCR2-	CD21-	ANA919	1035196
2962834	hCR2-	CD21-	ANA919	1035197
2962835	hCD24-	CD24-	ANA807	1035198
2962836	hCD24-	CD24-	ANA807	1035199
2962837	hCXCR3+	CXCR3+	ANA76	1035200
2962838	hCXCR3+	CXCR3+	ANA76	1035201
2962839	hCD24-	CD24-	ANA807	1035202
2962840	hCD24-	CD24-	ANA807	1035203
2962841	hFAS+	CD95+	ANA85	1035204
2962842	hFAS+	CD95+	ANA85	1035205
2962843	PTPRC/iso:CD45RO+	B220+	ANA822	1035206
2962844	PTPRC/iso:CD45RO+	B220+	ANA822	1035207
2962845	hCR2-	CD21-	ANA919	1035208
2962846	hCR2-	CD21-	ANA919	1035209
2962847	hCXCR3+	CXCR3+	ANA76	1035210
2962848	hCXCR3+	CXCR3+	ANA76	1035211
2962849	hCR2-	CD21-	ANA919	1035212
2962850	hCR2-	CD21-	ANA919	1035213
2962851	hCD24-	CD24-	ANA807	1035214
2962852	hCD24-	CD24-	ANA807	1035215
2962853	hFAS+	CD95+	ANA85	1035216
2962854	hFAS+	CD95+	ANA85	1035217
2962855	hCXCR3+	CXCR3+	ANA76	1035218
2962856	hCXCR3+	CXCR3+	ANA76	1035219
2962857		95+		1035220
2962858	PTPRC/iso:CD45RO+	B220+	ANA822	1035221
2962859	hCR2-	CD21-	ANA919	1035222
2962860	hCD24-	CD24-	ANA807	1035223
2962861	hCXCR3+	CXCR3+	ANA76	1035224
2962862	hIGHD+	IgD+	ANA813	1035225
2962863	hCD27-	CD27-	ANA40	1035225
2962864	hIGHD+	IgD+	ANA813	1035226
2962865	hCD27+	CD27+	ANA40	1035226
2962866	hIGHD-	IgD-	ANA813	1035227
2962867	hCD27-	CD27-	ANA40	1035227
2962868	hIGHD-	IgD-	ANA813	1035228
2962869	hCD27+	CD27+	ANA40	1035228
2962870		NA		1035229
2962871	PTPRC/iso:CD45RO+	B220+	ANA822	1035230
2962872	PTPRC/iso:CD45RO+	B220+	ANA822	1035231
2962873		NA		1035232
2962874		NA		1035233
2962875	hMME+	CD10+	ANA930	1035234
2962876	hMME+	CD10+	ANA930	1035235
2962877	hMME+	CD10+	ANA930	1035236
2962878	hMME+	CD10+	ANA930	1035237
2962879	hFCER2+	CD23+	ANA922	1035238
2962880	hFCER2+	CD23+	ANA922	1035239
2962881		IGM+		1035240
2962882		IGM+		1035241
2962883	hMME+	CD10+	ANA930	1035242
2962884	hMME+	CD10+	ANA930	1035243
2962885	hFCER2+	CD23+	ANA922	1035244
2962886	hFCER2+	CD23+	ANA922	1035245
2962887		IGM+		1035246
2962888		IGM+		1035247
2962889	hMME+	CD10+	ANA930	1035248
2962890	hMME+	CD10+	ANA930	1035249
2962891	hFCER2+	CD23+	ANA922	1035250
2962892	hFCER2+	CD23+	ANA922	1035251
2962893		IGM+		1035252
2962894		IGM+		1035253
2962895	hFCER2+	CD23+	ANA922	1035254
2962896	hFCER2+	CD23+	ANA922	1035255
2962897		IGM+		1035256
2962898		IGM+		1035257
2962899		T1		1035258
2962900		T1		1035259
2962901		T2		1035260
2962902		T2		1035261
2962903		T3		1035262
2962904		T3		1035263
2962905	hMME+	CD10+	ANA930	1035264
2962906	hMME+	CD10+	ANA930	1035265
2962907		CDIGM+		1035266
2962908		CDIGM+		1035267
2962909		MTG+		1035268
2962910		MTG+		1035269
2962911	hMME+	CD10+	ANA930	1035270
2962912	hMME+	CD10+	ANA930	1035271
2962913	hFCER2+	CD23+	ANA922	1035272
2962914	hFCER2+	CD23+	ANA922	1035273
2962915		IGM+		1035274
2962916		IGM+		1035275
2962917	hMME+	CD10+	ANA930	1035276
2962918	hMME+	CD10+	ANA930	1035277
2962919	hFCER2+	CD23+	ANA922	1035278
2962920	hFCER2+	CD23+	ANA922	1035279
2962921	hFCER2+	CD23+	ANA922	1035280
2962922	hFCER2+	CD23+	ANA922	1035281
2962923		IGM+		1035282
2962924		IGM+		1035283
2962925	hMME+	CD10+	ANA930	1035284
2962926	hMME+	CD10+	ANA930	1035285
2962927	hFCER2+	CD23+	ANA922	1035286
2962928	hFCER2+	CD23+	ANA922	1035287
2962929		IGM+		1035288
2962930		IGM+		1035289
2962931	hMME+	CD10+	ANA930	1035290
2962932	hFCER2+	CD23+	ANA922	1035291
2962933	hIGHD+	IgD+	ANA813	1035292
2962934	hCD27-	CD27-	ANA40	1035292
2962935		MTG-		1035292
2962936	hIGHD+	IgD+	ANA813	1035293
2962937	hCD27-	CD27-	ANA40	1035293
2962938		MTG-		1035293
2962939		IGM+		1035294
2962940	hPTPRC/iso:h6-	CD45RA-	ANA816	1035295
2962941		Memory		1035295
2962942	hPTPRC/iso:h6-	CD45RA-	ANA816	1035296
2962943	hCXCR5-	CXCR5-	ANA78	1035296
2962944	hPTPRC/iso:h6-	CD45RA-	ANA816	1035297
2962945	hCXCR5-	CXCR5-	ANA78	1035297
2962946	hPTPRC/iso:h6-	CD45RA-	ANA816	1035298
2962947	hCXCR5+	CXCR5+	ANA78	1035298
2962948	hPTPRC/iso:h6-	CD45RA-	ANA816	1035299
2962949	hCXCR5+	CXCR5+	ANA78	1035299
2962950	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1035300
2962951	hPTPRC/iso:h6-	CD45RA-	ANA816	1035301
2962952	hCCR7-	CCR7-	ANA37	1035301
2962953	hPTPRC/iso:h6-	CD45RA-	ANA816	1035302
2962954	hCCR7-	CCR7-	ANA37	1035302
2962955	hPTPRC/iso:h6-	CD45RA-	ANA816	1035303
2962956	hCCR7+	CCR7+	ANA37	1035303
2962957	hPTPRC/iso:h6-	CD45RA-	ANA816	1035304
2962958	hCCR7+	CCR7+	ANA37	1035304
2962959	hCXCR5+	CXCR5+	ANA78	1035305
2962960	hCD3E+	CD3+	ANA809	1035306
2962961	hCD4+	CD4+	ANA41	1035306
2962962	hCXCR5+	CXCR5+	ANA78	1035307
2962963	hPTPRC/iso:h6-	CD45RA-	ANA816	1035307
2962964	hIL2RA++	CD25++	ANA163	1035308
2962965	hIL7R+-	CD127+-	ANA182	1035308
2962966	hCD27++	CD27++	ANA40	1035309
2962967	hCD38++	CD38++	ANA808	1035309
2962968	hCD27++	CD27++	ANA40	1035310
2962969	hCD38++	CD38++	ANA808	1035310
2962970	hCD27-	CD27-	ANA40	1035311
